CHIR-124	Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1	
menadione-bisulfite	CC1(CC(=O)c2ccccc2C1=O)S(O)(=O)=O	
travoprost	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COc1cccc(c1)C(F)(F)F	
talipexole	Nc1nc2CCN(CC=C)CCc2s1	
lafutidine	O=C(CS(=O)Cc1ccco1)NC\C=C/COc1cc(CN2CCCCC2)ccn1	
G-15	Brc1cc2OCOc2cc1[C@H]1Nc2ccccc2[C@H]2C=CC[C@@H]12.Brc1cc2OCOc2cc1[C@@H]1Nc2ccccc2[C@@H]2C=CC[C@H]12	
RQ-00203078	OC(=O)c1ccc(cc1)S(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1ncc(cc1Cl)C(F)(F)F	
cridanimod	OC(=O)Cn1c2ccccc2c(=O)c2ccccc12	
FGIN-1-43	CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1	
RLX	O=c1n2CCCCCc2nc2ccccc12	
1-deoxymannojirimycin	OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O	
CP-316819	CON(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1	
GSK-3-inhibitor-IX	O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12	
fruquintinib	CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12	
NDT-9513727	CCCCn1c(CN(Cc2ccc3OCOc3c2)Cc2ccc3OCOc3c2)c(nc1-c1ccccc1)-c1ccccc1	
TW-37	CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O	
fludroxycortide	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	
Org-25543	COc1cc(cc(OC)c1OCc1ccccc1)C(=O)NCC1(CCCC1)N(C)C	
danoprevir	CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1)C(=O)NS(=O)(=O)C1CC1	
metharbital	CCC1(CC)C(=O)NC(=O)N(C)C1=O	
GNF-5	OCCNC(=O)c1cccc(c1)-c1ncnc(Nc2ccc(cc2)OC(F)(F)F)c1	
eliglustat	CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2OCCOc2c1	
10058-F4	CCc1ccc(cc1)\C=C1\SC(=S)NC1=O	
CCMQ	OC(=O)Cc1cc2ccccc2nc1C(O)=O	
satraplatin	NC1CCCCC1.CC(=O)O[Pt+4](C)(C)(Cl)(Cl)OC(C)=O	
PKI-179	O=C(Nc1ccncc1)Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1C2CCC1COC2	
tazemetostat	CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1	
ozanimod	CC(C)Oc1ccc(cc1C#N)-c1nc(no1)-c1cccc2[C@H](CCc12)NCCO	
setiptiline	CN1CCC2=C(C1)c1ccccc1Cc1ccccc21	
SNG-1153	CC(C)=CCc1c(O)cc(O)c2c1oc(-c1ccc(cc1)C(F)(F)F)c(O)c2=O	
KS-176	OCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(cc2)[N+]([O-])=O)cc1	
PJ-34	CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1	
antimony-potassium	OC(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C(O)=O)C(=O)O2	
AZM-475271	COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1	
BET-BAY-002	Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc23)o1	
vinflunine	CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c1cc(OC)c(cc41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CCc3c1[nH]c1ccccc31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC	
NBQX	NS(=O)(=O)c1cccc2c1c(cc1[nH]c(=O)c(=O)[nH]c21)[N+]([O-])=O	
cloranolol	CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl	
benzoquinonium-dibromide	CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1	
HLCL-61	CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc12	
MY-5445	Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1	
TC-F-2	CCn1c2ccccc2n([C@H]2CCCN(C2)c2nccc(n2)-c2cc3ccccc3o2)c1=O	
HA-966-(S)-(-)	N[C@H]1CCN(O)C1=O	
defactinib	CNC(=O)c1ccc(Nc2ncc(c(NCc3nccnc3N(C)S(C)(=O)=O)n2)C(F)(F)F)cc1	
NXY-059	CC(C)(C)[N+](\[O-])=C\c1ccc(cc1S(O)(=O)=O)S(O)(=O)=O	
HA-966-(R)-(+)	N[C@@H]1CCN(O)C1=O	
SRT2104	Cc1nc(sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1)-c1cccnc1	
Z160	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1	
chlorfenson	Clc1ccc(OS(=O)(=O)c2ccc(Cl)cc2)cc1	
oligomycin-a	CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C	
pemetrexed	Nc1nc(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)c[nH]c2[nH]1	
pritelivir	CN(C(=O)Cc1ccc(cc1)-c1ccccn1)c1nc(C)c(s1)S(N)(=O)=O	
TMC-353121	Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1	
TC-FPR-43	CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C	
ivacaftor	CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C	
MPEP	Cc1cccc(n1)C#Cc1ccccc1	
ML-193	Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3ccccn3)cc2)c1C	
AS-2034178	OC(=O)CCc1ccc(NCc2cccc3N(CCOc4ccccc4)CCCc23)cc1F	
repsox	Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1	
mocetinostat	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1	
AZD7687	Cc1nc(C)c(nc1C(N)=O)-c1ccc(cc1)[C@H]1CC[C@H](CC(O)=O)CC1	
ryuvidine	Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O	
meloxicam	CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O	
methoxyflurane	COC(F)(F)C(Cl)Cl	
atracurium	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC	
LY2811376	C[C@]1(CCSC(N)=N1)c1cc(c(F)cc1F)-c1cncnc1	
priralfinamide	C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O	
madrasin	COc1ccc2c(C)nc(Nc3nc(C)c(C)c(O)n3)nc2c1	
etofenamate	OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	
trebenzomine	CC1Oc2ccccc2CC1N(C)C	
GF109203X	CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12	
ethimizol	CCn1cnc(C(=O)NC)c1C(=O)NC	
ebselen	O=c1n([se]c2ccccc12)-c1ccccc1	
IBC-293	CC(C)n1nnc2cc(ccc12)C(O)=O	
betrixaban	COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc1ccc(Cl)cn1	
fenoxaprop-p-ethyl	CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1	
camostat-mesilate	CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=N)cc2)cc1	
cisatracurium	COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC	
ZCL-278	Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)COc3ccc(Br)cc3Cl)cc2)n1	
dabigatran	Cn1c(CNc2ccc(cc2)C(N)=N)nc2cc(ccc12)C(=O)N(CCC(O)=O)c1ccccn1	
LY231617	CCNCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	
C-021	COc1cc2nc(nc(NC3CCCCCC3)c2cc1OC)N1CCC(CC1)N1CCCCC1	
VU0357121	CCCCOc1ccc(cc1)C(=O)Nc1ccc(F)cc1F	
isosorbide	O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12	
oleuropein	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C/C)C1CC(=O)OCCc1ccc(O)c(O)c1	
TG-100801	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(OC(=O)c2ccccc2)ccc1Cl	
arecaidine-but-2-ynyl-ester	CC#CCOC(=O)C1=CCCN(C)C1	
HC-067047	Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F	
U-0126	N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(/N)Sc1ccccc1N	
cobicistat	CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1	
tiplaxtinin	OC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(cc12)-c1ccc(OC(F)(F)F)cc1	
talopram	CNCCCC1(OC(C)(C)c2ccccc12)c1ccccc1	
T-5224	OC(=O)CCc1cc(ccc1OCc1ccc2c(O)noc2c1)C(=O)c1ccc(OC2CCCC2)cc1O	
asenapine	CN1C[C@H]2[C@H](C1)c1cc(Cl)ccc1Oc1ccccc21.CN1C[C@@H]2[C@@H](C1)c1cc(Cl)ccc1Oc1ccccc21	
PNU-74654	Cc1ccc(\C=N\NC(=O)c2ccccc2Oc2ccccc2)o1	
chlorphensin-carbamate	NC(=O)OCC(O)COc1ccc(Cl)cc1	
GSK269962	CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)-c1nonc1N	
RS-0481	CC(NC(=O)C1CSCN1C(=O)c1ccccc1)c1ccccc1	
WYE-687	COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4cccnc4)CC3)c2n1	
BW-180C	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O	
otilonium	CCCCCCCCOc1ccccc1C(=O)Nc1ccc(cc1)C(=O)OCC[N+](C)(CC)CC	
dynole-34-2	CCCCCCCCNC(=O)C(=C\c1cn(CCCN(C)C)c2ccccc12)\C#N	
CGP-78608	C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(O)(O)=O	
ML324	CN(C)CCCNC(=O)c1ccc(cc1)-c1cc(O)c2ncccc2c1	
edelfosine	CCCCCCCCCCCCCCCCCCOC[C@H](COP(O)(=O)OCC[N+](C)(C)C)OC	
CPP	OC(=O)C1CN(CCCP(O)(O)=O)CCN1	
PD-118057	OC(=O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1	
indiplon	CN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C(=O)c1cccs1	
L-161982	CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)c1sccc1C	
nicaraven	CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1	
R-1485	Fc1ccccc1S(=O)(=O)N1CCOc2c(cccc12)N1CCNCC1	
EO-1428	Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl	
Ro-19-4605	CN1Cc2c(ncn2-c2ccsc2C1=O)C(=O)OC(C)(C)C	
eprazinone	CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1	
amodiaquine	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	
morinidazole	Cc1ncc(n1CC(O)CN1CCOCC1)[N+]([O-])=O	
MK-2206	NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1	
chlorothymol	CC(C)c1cc(Cl)c(C)cc1O	
fenticonazole	Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1	
neo-gilurytmal	CCC[N+]12[C@H]3C[C@]45C(O)C3[C@@H](CC1[C@@H]4N(C)c1ccccc51)[C@H](CC)[C@H]2O	
triflusal	CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F	
UNC0638	COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1	
bepotastine	OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1	
LY266097	COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC	
idelalisib	CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	
NSC-9965	CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1	
amiflamine	CC(N)Cc1ccc(cc1C)N(C)C	
avasimibe	CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C	
CP-91149	CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1	
N-hydroxynicotinamide	ONC(=O)c1cccnc1	
XMD8-92	CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1	
LY2603618	Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1	
NS-3861	CN1C2CCC1C=C(C2)c1sccc1Br	
quazinone	Cc1c(O)nc2Nc3cccc(Cl)c3Cn12	
didanosine	OC[C@@H]1CC[C@@H](O1)n1cnc2c(O)ncnc12	
BW-373U86	CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(O)c1	
VU0238429	COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1	
napirimus	Cn1cc(cc1C(O)=O)C(=O)c1cccc2ccccc12	
PF-04447943	C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2n(ncc2c(=O)[nH]1)C1CCOCC1	
Ro-61-8048	COc1ccc(cc1OC)S(=O)(=O)Nc1nc(cs1)-c1cccc(c1)[N+]([O-])=O	
CINPA-1	CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(CC)CC)c2c1	
etravirine	Cc1cc(cc(C)c1Oc1nc(Nc2ccc(cc2)C#N)nc(N)c1Br)C#N	
taltirelin	CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(N)=O	
vinorelbine	CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC	
bupranolol	Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1	
PTC-209	COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1	
tymazoline	CC(C)c1ccc(C)cc1OC=C1NCCN1	
CCG-63802	Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2\C=C(/C#N)c2nc3ccccc3s2)c1	
MDL-27531	Cn1c(nnc1S(C)(=O)=O)-c1ccccc1	
PHTPP	Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1	
tecalcet	COc1cccc(c1)[C@@H](C)NCCCc1ccccc1Cl	
amlodipine	CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC	
STAT3-inhibitor-VI	Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1	
clobazam	CN1c2ccc(Cl)cc2N(c2ccccc2)C(=O)CC1=O	
L-mimosine	N[C@@H](CN1CC(=O)C(=O)C=C1)C(O)=O	
nemorubicin	CO[C@@H]1CN(CCO1)[C@H]1C[C@H](O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)O[C@@H](C)[C@H]1O	
GW-405833	COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1	
compound-401	O=c1cc(nc2c3ccccc3ccn12)N1CCOCC1	
homochlorcyclizine	CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	
homoharringtonine	COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC	
PFK-158	FC(F)(F)c1ccc2ccc(\C=C\C(=O)c3ccncc3)nc2c1	
NFKB-activation-inhibitor-II	Cc1ccc(NCCCc2ccccc2)c(N)c1	
GNF-5837	Cc1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1Nc1ccc2c(NC(=O)\C2=C/c2ccc[nH]2)c1	
zopolrestat	OC(=O)C=C1NN(Cc2nc3cc(ccc3s2)C(F)(F)F)C(=O)c2ccccc12	
TGX-221	CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1	
MRS1334	CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C1C#Cc1ccccc1)C(=O)OCc1ccc(cc1)[N+]([O-])=O	
sumanirole	CN[C@@H]1Cc2cccc3nc(O)n(C1)c23	
irosustat	NS(=O)(=O)Oc1ccc2c3CCCCCc3c(=O)oc2c1	
flavin-adenine-dinucleotide	Cc1cc2nc3c(nc(=O)[nH]c3=O)n(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC3OC(C(O)C3O)n3cnc4c(N)ncnc34)c2cc1C	
methylnaltrexone	C[N@@+]1(CC2CC2)CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@]3(O)CCC4=O)ccc5O	
linifanib	Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1	
4-hydroxy-phenazone	Cc1c(O)c(=O)n(-c2ccccc2)n1C	
lauric-diethanolamide	CCCCCCCCCCCC(=O)N(CCO)CCO	
EMD-386088	Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1	
tolcapone	Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O	
xenalipin	OC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F	
ATPA	CC(C)(C)c1onc(O)c1CC(N)C(O)=O	
azelnidipine	CC(C)OC(=O)C1=C(C)NC(N)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1	
ZK-164015	CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1	
selinexor	FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)NNc2cnccn2)n1	
pikamilone	OC(=O)CCCNC(=O)c1cccnc1	
pimonidazole	OC(CN1CCCCC1)Cn1ccnc1[N+]([O-])=O	
LTA	N=C(Nc1ccccc1)c1cccs1	
RGFP966	Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1	
retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	
letermovir	COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2[C@H](CC(O)=O)N1c1cc(ccc1OC)C(F)(F)F	
oleoylethanolamide	CCCCCCCC\C=C/CCCCCCCC(=O)NCCO	
CGP-13501	CC(C)(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)C=O	
harringtonine	COC(=O)C[C@@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC	
omega-(4-Iodophenyl)pentadecanoic acid	OC(=O)CCCCCCCCCCCCCCc1ccc(I)cc1	
cebranopadol	CN(C)[C@]1(CC[C@@]2(CC1)OCCc1c2[nH]c2ccc(F)cc12)c1ccccc1	
tryptanthrin	O=C1c2ccccc2-n2c1nc1ccccc1c2=O	
tribenoside	CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O	
SR-140333	CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(CC3)(CC4)c3ccccc3)(C2)c2ccc(Cl)c(Cl)c2)c1	
FPL-12495	CC(N)(Cc1ccccc1)c1ccccc1	
compound-58112	COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1	
otamixaban	COC(=O)[C@H](Cc1cccc(c1)C(N)=N)[C@@H](C)NC(=O)c1ccc(cc1)-c1cc[n+]([O-])cc1	
A-317491	OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(=O)N(Cc1cccc(Oc2ccccc2)c1)[C@H]1CCCc2ccccc12	
isopropyl-palmitate	CCCCCCCCCCCCCCCC(=O)OC(C)C	
maropitant	COc1ccc(cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1)C(C)(C)C	
TC-I-2000	Fc1ccc(NC(=O)N2CCc3ccccc3C2c2ccc(cc2)C(F)(F)F)cc1	
AP1903	CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc(c2)[C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)c2cc(OC)c(OC)c(OC)c2)c1)c1cc(OC)c(OC)c(OC)c1	
RN-1	CN1CCN(CC1)C(=O)CN[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1	
IEM1460	C[N+](C)(C)CCCCCNCC12CC3CC(CC(C3)C1)C2	
AZD6738	C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C1(CC1)S(C)(=N)=O	
crenolanib	CC1(COc2ccc3n(cnc3c2)-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1	
ochromycinone	C[C@@H]1CC(=O)c2c(C1)ccc1C(=O)c3c(O)cccc3C(=O)c21	
lobenzarit	OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(O)=O	
LY303511	O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1	
TG-100572	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(O)ccc1Cl	
4SC-202	Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1	
arofylline	CCCn1c(=O)n(-c2ccc(Cl)cc2)c2[nH]cnc2c1=O	
EW-7197	Cc1cccc(n1)-c1[nH]c(CNc2ccccc2F)nc1-c1ccc2ncnn2c1	
alclofenac	OC(=O)Cc1ccc(OCC=C)c(Cl)c1	
vercirnon	CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)cc1C(=O)c1cc[n+]([O-])cc1	
AS-1269574	Cc1cc(NCCO)nc(n1)-c1ccc(Br)cc1	
zatebradine	COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC	
myricitrin	C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O	
vemurafenib	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F	
AZD4547	COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1	
gavestinel	OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc1ccccc1	
prolylleucylglycinamide	CC(C)CC(NC(=O)C1CCCN1)C(=O)NCC(N)=O	
ISX-9	O=C(NC1CC1)c1cc(on1)-c1cccs1	
BIX-02188	CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(N)=O)c1	
PHCCC	O\N=C1/C2CC2(Oc2ccccc12)C(=O)Nc1ccccc1	
loteprednol	CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl	
clindamycin-phosphate	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O	
ML347	COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12	
fluvastatin	CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12	
TAK-901	CCS(=O)(=O)c1cccc(c1)-c1cc(C(=O)NC2CCN(C)CC2)c(C)c2[nH]c3ncc(C)cc3c12	
tenovin-6	CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1	
lorcaserin	C[C@H]1CNCCc2ccc(Cl)cc12	
U-0124	CS\C(N)=C(C#N)\C(C#N)=C(/N)SC	
verbascoside	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O	
PX-478	NC(Cc1ccc(cc1)[N+]([O-])(CCCl)CCCl)C(O)=O	
IOWH032	Oc1c(Br)cc(cc1Br)-c1noc(n1)C(=O)NCc1ccc(Oc2ccccc2)cc1	
